关系类型,人物1,人物2,方向,章节,上下文
敌对,周幽王,幽王,→,039_晋世家,@率其徒袭@殇叔@而立，是为@文侯@。   ## @文侯@时周东徙  [6.8] @文侯@%十年%，@周幽王@无道，~犬戎~杀@幽王@，&周&东徙。而@秦襄公@始列为诸侯。   ## @昭侯封曲沃桓叔
敌对,邳郑,邳郑,→,039_晋世家,"&晋&君，入@重耳@，事必就。""@秦缪公@许之，使人与归报&晋&，厚赂三子。三子曰：""币厚言甘，此必@邳郑@卖我於&秦&。""遂杀@邳郑@及@里克@、@邳郑@之党$七舆大夫$。@邳郑@子@豹@奔&秦&，"
敌对,栾,怀公,→,039_晋世家,"年数矣，今召之，是教之反君也。何以教之？""@怀公@卒杀@狐突@。@秦缪公@乃发兵送内@重耳@，使人告@栾@、@郤@之党为内应，杀@怀公@於=高梁=，入@重耳@。@重耳@立，是为@文公@。   ## @"
敌对,晋献公,奚齐,→,039_晋世家,如~，得二女：以长女妻@重耳@，生@伯鯈@、@叔刘@；以少女妻@赵衰@，生@盾@。居~狄~%五岁%而@晋献公@卒，@里克@已杀@奚齐@、@悼子@，乃使人迎，欲立@重耳@。@重耳@畏杀，因固谢，不敢入。
敌对,赵盾,阳处父,→,039_晋世家,"陈&小而远，无援：将何可乎！""使@士@会@@如&秦&迎公子@雍@。@贾季@亦使人召公子乐@於&陈&。@赵盾@废@贾季@，以其杀@阳处父@。%十月%，葬@襄公@。%十一月%，@贾季@奔~翟~。是岁，@秦"
敌对,盾,灵公,→,039_晋世家,去。   ## 赵穿弑@灵公@与@董狐直笔@  [79.88] @盾@遂奔，未出&晋&境。%乙丑%，@盾@昆弟将军@赵穿@袭杀@灵公@於=桃园=而迎@赵盾@。@赵盾@素贵，得民和；@灵公@少，侈，民不
敌对,以其党袭捕,胥童,→,039_晋世家,"首曰：""幸甚幸甚！""公使@胥童@为$卿$。%闰月%%乙卯%，@厉公@游=匠骊氏=，@栾书@、@中行偃@以其党袭捕@厉公@，囚之，杀@胥童@，而使人迎公子@周@于&周&而立之，是为@悼公@。   ## "
敌对,使=邯郸=$大夫$,午,→,039_晋世家,晋&，@赵鞅@@简子@舍之。%十二年%，@孔子@相&鲁&。  [117.133] %十五年%，@赵鞅@使=邯郸=$大夫$@午@，不信，欲杀@午@，@午@与@中行寅@、@范吉射@亲攻@赵鞅@，@鞅@走保
敌对,韩康子,知伯,→,039_晋世家,、@中行@地，最彊。   ## 三家灭@知伯@  [123.139] @哀公@%四年%，@赵襄子@、@韩康子@、@魏桓子@共杀@知伯@，尽并其地。   ## @哀公@至@幽公@  [124.140] 
敌对,猛,子朝,→,004_周本纪,@景王@爱@子朝@，欲立之，会崩，@子丐@之党与争立，国人立@长子@@猛@为王，@子朝@攻杀@猛@。@猛@为@悼王@。&晋&人攻@子朝@而立@丐@，是为@敬王@。  [54] @敬王@%元年%，&晋&
敌对,太史公,纣,→,004_周本纪,王@灭东&周&。东西&周&皆入于&秦&，&周&既不祀。  ---  ## @太史公@曰  [72] @太史公@曰：学者皆称&周&伐@纣@，居=洛邑=，综其实不然。@武王@营之，@成王@使@召公@卜居，
敌对,王子克,周公,→,004_周本纪, [42] %二十三年%，@桓王@崩，子@庄王佗@立。@庄王@%四年%，@周公黑肩@欲杀@庄王@而立@王子克@。@辛伯@告王，王杀@周公@。@王子克@饹&燕&。  [43] %十五年%，@庄王@崩，子
敌对,猛,猛,→,004_周本纪,后太子@圣@而蚤卒。%二十年%，@景王@爱@子朝@，欲立之，会崩，@子丐@之党与争立，国人立@长子@@猛@为王，@子朝@攻杀@猛@。@猛@为@悼王@。&晋&人攻@子朝@而立@丐@，是为@敬王@。  [
敌对,定王,智伯,→,004_周本纪,王@崩，子@元王仁@立。@元王@%八年%，崩，子@定王介@立。  ### &三晋&分立  [58] @定王@%十六年%，&三晋&灭@智伯@，分有其地。  [59] %二十八年%，@定王@崩，@长子@@
敌对,王悍,建德,→,050_楚元王世家,以適削$@赵王@$=常山=之郡。&吴&、&楚&反，$@赵王遂@$与合谋起兵。其$相@建德@$、$内史@王悍@$谏，不听。@遂@烧杀@建德@、@王悍@，发兵屯其西界，欲待&吴&与俱西。北使~匈奴~，与连
敌对,闻,白公,→,066_伍子胥列传,"@曰：""不杀王，不可。""乃劫王如=高府=。@石乞@从者@屈固@负楚@惠王@亡走昭@夫人@之宫。@叶公@闻@白公@为乱，率其国人攻@白公@。@白公@之徒败，亡走山中，自杀。而虏@石乞@，而问@白公@尸处"
敌对,遂斩,妲己,→,003_殷本纪,牧野=。  - %甲子日%，@纣@兵败。@纣@走入，登=鹿台=，衣其宝玉衣，赴火而死。 - @周武王@遂斩@纣@头，县之白旗。杀@妲己@。 - 释@箕子@之囚，封@比干@之墓，表@商容@之闾。 - 封
敌对,灌婴,龙且,→,008_高祖本纪,&齐&、&赵&，且欲击&楚&，则使@龙且@、@周兰@往击之。  [45.6] @韩信@与战，骑$将$@灌婴@击，大破&楚&军，杀@龙且@。  [45.7] &齐&王@广@饹@彭越@。  [45.8] 
敌对,攻杀$太子$,华元,→,038_宋微子世家,两盟&晋&&楚&。%十三年%，$@共公@$卒。@华元@为$右师$，@鱼石@为$左师$。$司马$@唐山@攻杀$太子$@肥@，欲杀@华元@，@华元@饹&晋&，@鱼石@止之，至=河=乃还，诛@唐山@。乃立$
敌对,项籍,王武,→,095_樊郦滕灌列传,下=郿=、=槐里=、=柳中=、=咸阳=；灌=废丘=，最。至=栎阳=，〈赐食〉邑=杜=之=樊乡=。从攻@项籍@，屠=煮枣=。击破@王武@、@程处@军於=外黄=。攻=邹=、=鲁=、=瑕丘=、=薛=。@项羽
敌对,董翳,陈胜,→,006_秦始皇本纪,邯@将，击破@周章@军而走，遂杀@章@=曹阳=。  [100.5] @二世@益遣$长史$@司马欣@、@董翳@佐@章邯@击盗，杀@陈胜@=城父=，破@项梁@=定陶=，灭@魏咎@=临济=。  [100.6
敌对,王翦,项燕,→,088_蒙恬列传,",@武@子曰@恬@。@恬@尝书狱典$文学$。$@始皇@$%二十三年%,@蒙武@为&秦&$裨将军$,与@王翦@攻&楚&,大破之,杀@项燕@。%二十四年%,@蒙武@攻&楚&,虏&楚&王。@蒙恬@弟@毅@。"
敌对,白起,伍奢,→,088_蒙恬列传,"$@秦穆公@$杀^三良^而死,罪@百里奚@而非其罪也,故立号曰'缪'。$@昭襄王@$杀$@武安君@$@白起@。$@楚平王@$杀@伍奢@。$@吴王夫差@$杀@伍子胥@。此四君者,皆为大失,而〔天下〕非之"
敌对,吴王夫差,伍子胥,→,088_蒙恬列传,"奚@而非其罪也,故立号曰'缪'。$@昭襄王@$杀$@武安君@$@白起@。$@楚平王@$杀@伍奢@。$@吴王夫差@$杀@伍子胥@。此四君者,皆为大失,而〔天下〕非之,以其君为不明,以是籍於诸侯。故曰'用"
敌对,因为$,蒙,→,088_蒙恬列传,"@恐@蒙@氏复贵而用事,怨之。  ## [6] @赵高@谮@蒙毅@  [6.1] @毅@还至,@赵高@因为$@胡亥@$忠计,欲以灭@蒙@氏,乃言曰:""臣闻先帝欲举贤立$太子$久矣,而@毅@谏曰'不可'"
敌对,项伯,布,→,091_黥布列传,，悔来，欲自杀。出就舍，帐御饮食从官如&汉&王居，@布@又大喜过望。於是乃使人入&九江&。&楚&已使@项伯@收&九江&兵，尽杀@布@妻子。@布@使者颇得故人幸臣，将众%数千人%归&汉&。&汉&益分@布
敌对,布,黥布,→,091_黥布列传,与@番君@婚，以故=长沙=$哀王$使人绐@布@，伪与亡，诱走&越&，故信而随之=番阳=。=番阳=人杀@布@=兹乡=民田舍，遂灭@黥布@。  [18] 立$皇子$@长@为=淮南=王，封@贲赫@为$期思侯
敌对,子我,田,→,046_田敬仲完世家,"@田常@$出，闻$@简公@$怒，恐诛，将出亡。$@田子行@$曰：""需，事之贼也。""$@田常@$於是击@子我@。@子我@率其徒攻@田@氏，不胜，出亡。@田@氏之徒追杀@子我@及@监止@。  [7.3] "
敌对,"曰：""过矣君之谋也！&秦&、",韩,→,046_田敬仲完世家,"之？""@驺忌@曰：""不若勿救。""@段干朋@曰：""不救，则@韩@且折而入於@魏@，不若救之。""@田臣思@曰：""过矣君之谋也！&秦&、@魏@攻@韩@、&楚&，@赵@必救之，是天以&燕&予&齐&也。""$@桓"
敌对,建,赵,→,046_田敬仲完世家,"。%十九年%，$@襄王@$卒，子@建@立。  ## [26] @齐王@建与齐亡  [26.1] $王@建@$立%六年%，&秦&攻@赵@，&齐&、&楚&救之。&秦&计曰：""&齐&、&楚&救@赵@，亲则退"
敌对,成侯忌,魏,→,046_田敬仲完世家,"魏@之弊。""$@威王@$从其计。  [17.2] 其後$@成侯驺忌@$与@田忌@不善，@公孙阅@谓$@成侯忌@$曰：""公何不谋伐@魏@，@田忌@必将。战胜有功，则公之谋中也；战不胜，非前死则後北，而命"
敌对,$既相$,知伯,→,046_田敬仲完世家,@$代立，相&齐&。@常@谥为$@成子@$。  ## [9] @田氏@势强  [9.1] $@田襄子@$既相$@齐宣公@$，^三晋^杀@知伯@，分其地。$@襄子@$使其兄弟宗人尽为&齐&都邑$大夫$，
敌对,婴,襄彊,→,048_陈涉世家,此时，&楚&兵%数千人%为聚者，不可胜数。  [3.2] @葛婴@至=东城=，立@襄彊@为$楚王$。@婴@後闻$陈王$已立，因杀@襄彊@，还报。至&陈&，$陈王$诛杀@葛婴@。$陈王$令@魏@人@周市
敌对,=代=,乐乘,→,080_乐毅列传,@廉颇@为=赵=围=燕=，=燕=重^礼^以和，乃解。後%五岁%，=赵=@孝成王@卒。@襄王@使@乐乘@=代=@廉颇@。@廉颇@攻@乐乘@，@乐乘@走，@廉颇@亡入=魏=。其後%十六年%而=秦=灭=赵=
敌对,吴王,吴王,→,106_吴王濞列传,保~东越~。~东越~兵可%万馀%人，乃使人收聚亡卒。&汉&使人以利啗~东越~，~东越~即绐@吴王@，@吴王@出劳军，即使人鏦杀@吴王@，盛其头，驰传以闻。@吴王@子@子华@、@子驹@亡走~闽越~。@吴
敌对,栾氏,庆封,→,014_十二诸侯年表,97] 545  |    |  二十七  |  二十八公如楚。葬@康王@。  |  三冬，鲍、高、@栾氏@谋@庆封@，发兵攻@庆封@，@庆封@奔吴。  |  十三  |  三十二  |  十五@康王
敌对,胜杀$令尹$,惠王,→,014_十二诸侯年表, |  四十一  |  十六@孔子@卒。  |  二  |  三十三  |  十二  |  十@白公@胜杀$令尹$@子西@，攻@惠王@。@叶公攻@白公@，@白公@自杀。@惠王@复国。  |  三十八 
敌对,孔父,孔父,→,014_十二诸侯年表,*太庙*，〔君子〕讥之。  |  二十一  |  八  |  六  |  三十一  |  @华督@见@孔父@妻好，悦之。@华督@杀@孔父@，及杀@殇公@。@宋公@冯$元年$@华督@为相。  |  九 
敌对,季友,庆父,→,014_十二诸侯年表,  |    | |  [r182] 660  |    |  十七  |  二@庆父@杀@湣公@。@季友@自陈立申，为厘公。杀@庆父@。  |  二十六  |  十七@申生@$将军$，〔君子〕知其废
敌对,䓨$元年$  |  六  |  十七,成公,→,014_十二诸侯年表,三十二  |  七  |  十三  |  晋@灵公@@夷皋@$元年$@赵盾@专政。  |  @秦康公@䓨$元年$  |  六  |  十七@公孙@固杀@成公@。  |  十五  |  十二  |  二
敌对,$元年$,孺子,→,014_十二诸侯年表,|  六  | |  [r353] 489  |    |  三十一  |  六  |  齐@晏孺子@$元年$@田乞@诈立@阳生@，杀@孺子@。  |  二十三  |  二  |  二十七救陈，王死@
敌对,伊稚斜,军臣,→,110_匈奴列传,@$单于$即位 [26.1] 其後%冬%，~匈奴~@军臣@$单于$死。@军臣@$单于$弟$左谷蠡王$@伊稚斜@自立为$单于$，攻破@军臣@$单于$太子@於单@。@於单@亡降&汉&，&汉&封@於单@为$
敌对,中,信,→,122_酷吏列传,，然独@宣@以小致大，能因力行之，难以为经。@中@废。为$右扶风$，坐怨@成信@，@信@亡藏=上林=@中@，@宣@使$郿令$格杀@信@，吏卒格@信@时，射@中@^上林苑^门，@宣@下吏诋罪，以为大逆，
敌对,项王,枞公,→,007_项羽本纪,".1] @周苛@骂曰：  > ""若不趣降&汉&，&汉&今虏若，若非&汉&敌也。""  [135.2] @项王@怒，烹@周苛@，井杀@枞公@。  ## =成皋=争夺  ### =成皋=争夺  [136.1"
敌对,缪王,徐偃王,→,043_赵世家,，献之$@缪王@$。$@缪王@$使@造父@御，西^巡狩^，见〚西王母〛，乐之忘归。而@徐偃王@反，$@缪王@$日驰*千里马*，攻@徐偃王@，大破之。乃赐@造父@以=赵城=，由此为@赵@氏。  [1.3
敌对,赵梁,韩,→,043_赵世家,@惠文王@后期  [27.1] %五年%，与&燕&=鄚=、=易=。%八年%，城=南行唐=。%九年%，@赵梁@将，与&齐&合军攻@韩@，至=鲁关=下。及%十年%，&秦&自置为西帝。%十一年%，@董叔@与
敌对,韩不佞,范,→,043_赵世家,"侯@$曰：""君命大臣，始乱者死。今三臣始乱而独逐@鞅@，用刑不均，请皆逐之。""%十一月%，@荀栎@、@韩不佞@、@魏哆@奉公命以伐@范@、@中行@氏，不克。@范@、@中行@氏反伐公，公击之，@范@、@"
敌对,不请而擅与诸将攻,赵朔,→,043_赵世家,"厥@告@赵朔@趣亡。@朔@不肯，曰：""子必不绝@赵@祀，@朔@死不恨。""@韩厥@许诺，称疾不出。@贾@不请而擅与诸将攻@赵@氏於^下宫^，杀@赵朔@、@赵同@、@赵括@、@赵婴齐@，皆灭其族。  [4"
敌对,杵臼,杵臼,→,043_赵世家,"@赵@氏孤兒，今又卖我。纵不能立，而忍卖之乎！""抱兒呼曰：""天乎天乎！@赵@氏孤兒何罪？请活之，独杀@杵臼@可也。""诸将不许，遂杀@杵臼@与孤兒。诸将以为@赵@氏孤@兒良@已死，皆喜。然@赵@氏真孤乃"
敌对,午,午,→,043_赵世家,"=。""@午@许诺，归而其父兄不听，倍言。@赵鞅@捕@午@，囚之=晋阳=。乃告=邯郸=人曰：""我私有诛@午@也，诸君欲谁立？""遂杀@午@。@赵稷@、@涉宾@以=邯郸=反。&晋&君使@籍秦@围=邯郸=。@"
敌对,灵侯,平侯,→,035_管蔡世家,亲诸侯，故复立&陈&、&蔡&後。  ## @悼侯@至@昭侯@  [17.17] @平侯@%九年%卒，@灵侯@@般@之孙@东国@攻@平侯@子而自立，是为@悼侯@。@悼侯@@父@曰@隐太子友@。@隐太子友
敌对,卒而,平侯,→,035_管蔡世家,@。@悼侯@@父@曰@隐太子友@。@隐太子友@者，@灵侯@之太子，@平侯@立而杀@隐太子@，故@平侯@卒而@隐太子@之子@东国@攻@平侯@子而代立，是为@悼侯@。@悼侯@%三年%卒，弟@昭侯申@立。 
敌对,成王,管叔,→,035_管蔡世家,周公旦@专$王$室。@管叔@、@蔡叔@疑@周公@之为不利於@成王@，乃挟@武庚@以作乱。@周公旦@承@成王@命伐诛@武庚@，杀@管叔@，而放@蔡叔@，迁之，与车十乘，徒七%十人%从。而分&殷&馀民为二
敌对,灵侯,隐太子,→,035_管蔡世家,@@般@之孙@东国@攻@平侯@子而自立，是为@悼侯@。@悼侯@@父@曰@隐太子友@。@隐太子友@者，@灵侯@之太子，@平侯@立而杀@隐太子@，故@平侯@卒而@隐太子@之子@东国@攻@平侯@子而代立，是
敌对,幽伯,幽伯,→,035_管蔡世家, @夷伯@%二十三年%，&周&@厉王@奔于=彘=。  [27.27] %三十年%卒，弟@幽伯彊@立。@幽伯@%九年%，弟@苏@杀@幽伯@代立，是为@戴伯@。@戴伯@%元年%，&周&@宣王@已立%三岁%
敌对,阳穀,子反,→,040_楚世家,&晋&兵战=鄢陵=，&晋&败&楚&，射中@共王@目。@共王@召$将军$@子反@。@子反@嗜酒，从者竖@阳穀@进酒醉。王怒，射杀@子反@，遂罢兵归。  ## @康王@至@郏敖@  [33.36] %三十
敌对,弃疾,灵王,→,040_楚世家,&间。使矫@公子弃疾@命召@公子比@於&晋&，至&蔡&，与&吴&、~越~兵欲袭&蔡&。令@公子比@见@弃疾@，与盟於=邓=。遂入杀@灵王@太子禄@，立@子比@为$王$，@公子子晳@为$令尹$，@弃疾@
敌对,观从,弃疾,→,040_楚世家,"初王比自立  [42.46] 是时&楚&国虽已立@比@为$王$，畏@灵王@复来，又不闻@灵王@死，故@观从@谓初王@比@曰：""不杀@弃疾@，虽得国犹受祸。""王曰：""余不忍。""@从@曰：""人将忍王。""王"
敌对,幽王,春申君,→,040_楚世家,=寿春=，命曰=郢=。  ## @幽王@至@哀王@  [95.99] %二十五年%，@考烈王@卒，子@幽王@@悍@立。@李园@杀@春申君@。@幽王@%三年%，&秦&、&魏&伐&楚&。&秦&相@吕不韦@
敌对,哀王,哀王,→,040_楚世家,九年%，&秦&灭&韩&。%十年%，@幽王@卒，同母弟@犹@代立，是为@哀王@。@哀王@立%二月%馀，@哀王@庶兄@负刍@之徒袭杀@哀王@而立@负刍@为$王$。是岁，&秦&虏@赵王迁@。  ## @负刍
敌对,去病,敢,→,109_李将军列传,之恨其父，乃击伤$大将军$，$大将军$匿讳之。居无何，@敢@从上=雍=，至=甘泉宫=猎。$骠骑将军$@去病@与@青@有亲，射杀@敢@。@去病@时方贵幸，上讳云〘鹿〙触杀之。居%岁馀%，@去病@死。而@
敌对,悼王,吴起,→,065_孙子吴起列传,平百=越=；北并陈=蔡=，卻三=晋=；西伐=秦=。诸侯患=楚=之彊。故=楚=之贵戚尽欲害@吴起@。及@悼王@死，宗室大臣作乱而攻@吴起@，@吴起@走之王尸而伏之。击@起@之徒因射刺@吴起@，并中@悼王
敌对,益,益,→,034_燕召公世家,"子之@大重。或曰:""〚禹〛荐@益@,已而以@启@人为$吏$。及老,而以@启@人为不足任乎天下,传之於@益@。已而@启@与交党攻@益@,夺之。天下谓〚禹〛名传天下於@益@,已而实令@启@自取之。今$王$"
敌对,$与$太子$,子之,→,034_燕召公世家,"不听政,顾为$臣$,国事皆决於@子之@。  [15.3] %三年%,国大乱,百姓恫恐。$将军$@市被@$与$太子$@平@$谋,将攻@子之@。诸将谓&齐&$@湣王@$曰:""因而赴之,破&燕&必矣。""&齐"
敌对,廉颇,乐乘,→,034_燕召公世家,"%十年%,&赵&使@廉颇@将攻=繁阳=,拔之。&赵&$@孝成王@$卒,$@悼襄王@$立。使@乐乘@代@廉颇@,@廉颇@不听,攻@乐乘@,@乐乘@走,@廉颇@奔=大梁=。%十二年%,&赵&使@李牧@攻&"
敌对,王翦,赵葱,→,081_廉颇蔺相如列传,受命，&赵&使人微捕得@李牧@，斩之。  [27.5] 废@司马尚@。  [27.6] %後三月%，@王翦@因急击&赵&，大破杀@赵葱@，虏%赵王迁%及其将@颜聚@，遂灭&赵&。  ## @太史公@曰
敌对,茀,无知,→,032_齐太公世家,茀@示之创，乃信之。待宫外，令@茀@先入。@茀@先入，即匿@襄公@户间。良久，@无知@等恐，遂入宫。@茀@反与宫中及公之幸臣攻@无知@等，不胜，皆死。@无知@入宫，求公不得。或见人足於户间，发视，乃@
敌对,抱上,鲁桓公,→,032_齐太公世家,。@鲁桓公@知之，怒@夫人@，@夫人@以告@齐襄公@。@齐襄公@与@鲁君@饮，醉之，使$力士$@彭生@抱上@鲁君@*车*，因拉杀@鲁桓公@，@桓公@下*车*则死矣。~鲁人~以为让，而@齐襄公@杀@彭生
敌对,自少好善$大夫$,无知,→,032_齐太公世家,@、@召忽@傅之。次弟@小白@奔&莒&，@鲍叔@傅之。@小白@母，~卫女~也，有宠於@釐公@。@小白@自少好善$大夫$@高傒@。及=雍林=人杀@无知@，议立君，@高@、@国@先阴召@小白@於&莒&。&
